TREEID,ONSTREET,CROSSSTREE,CROSSSTR_1,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE
214083,WEST  154 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,2,8,TICO,Manhattan,10039
214087,WEST  154 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,1,6,TICO,Manhattan,10039
214080,WEST  153 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,1,7,GLTR,Manhattan,10039
214085,WEST  154 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,1,6,TICO,Manhattan,10039
214089,WEST  154 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,1,7,TICO,Manhattan,10039
214099,MACOMBS DAM BRIDGE,WEST  150 STREET,WEST  151 STREET,1,16,PLAC,Manhattan,10039
214105,MACOMBS PLACE,WEST  151 STREET,WEST  152 STREET,1,17,PLAC,Manhattan,10039
214110,MACOMBS PLACE,WEST  152 STREET,WEST  153 STREET,1,4,UNK,Manhattan,10039
214114,MACOMBS PLACE,WEST  152 STREET,WEST  153 STREET,1,17,PLAC,Manhattan,10039
214092,WEST  154 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,1,9,TICO,Manhattan,10039
214103,MACOMBS PLACE,WEST  151 STREET,WEST  152 STREET,1,19,PLAC,Manhattan,10039
214107,MACOMBS PLACE,WEST  151 STREET,WEST  152 STREET,1,12,PLAC,Manhattan,10039
214112,MACOMBS PLACE,WEST  152 STREET,WEST  153 STREET,1,4,UNK,Manhattan,10039
214115,MACOMBS PLACE,WEST  152 STREET,WEST  153 STREET,1,19,PLAC,Manhattan,10039
214117,FRED DOUGLASS BOULEVARD,WEST  153 STREET,WEST  152 STREET,1,6,GLTR,Manhattan,10039
214119,FRED DOUGLASS BOULEVARD,WEST  153 STREET,WEST  152 STREET,1,6,GLTR,Manhattan,10039
214116,MACOMBS PLACE,WEST  152 STREET,WEST  153 STREET,1,19,PLAC,Manhattan,10039
214118,FRED DOUGLASS BOULEVARD,WEST  153 STREET,WEST  152 STREET,1,7,GLTR,Manhattan,10039
214120,FRED DOUGLASS BOULEVARD,WEST  153 STREET,WEST  152 STREET,1,3,ACRU,Manhattan,10039
214123,FRED DOUGLASS BOULEVARD,WEST  153 STREET,WEST  152 STREET,1,8,GLTR,Manhattan,10039
214129,FRED DOUGLASS BOULEVARD,WEST  151 STREET,WEST  150 STREET,1,4,GLTR,Manhattan,10039
214139,WEST  150 STREET,MACOMBS PLACE,ADAM C POWELL BOULEVARD,1,20,QUPA,Manhattan,10039
214141,WEST  150 STREET,MACOMBS PLACE,ADAM C POWELL BOULEVARD,1,10,QUPA,Manhattan,10039
214146,WEST  150 STREET,MACOMBS PLACE,ADAM C POWELL BOULEVARD,1,5,QUPA,Manhattan,10039
214121,FRED DOUGLASS BOULEVARD,WEST  153 STREET,WEST  152 STREET,4,0,,Manhattan,10039
214125,FRED DOUGLASS BOULEVARD,WEST  153 STREET,WEST  152 STREET,6,0,,Manhattan,10039
214131,FRED DOUGLASS BOULEVARD,WEST  151 STREET,WEST  150 STREET,1,4,GLTR,Manhattan,10039
214140,WEST  150 STREET,MACOMBS PLACE,ADAM C POWELL BOULEVARD,1,23,QUPA,Manhattan,10039
214144,WEST  150 STREET,MACOMBS PLACE,ADAM C POWELL BOULEVARD,1,12,QUPA,Manhattan,10039
214149,WEST  150 STREET,MACOMBS PLACE,ADAM C POWELL BOULEVARD,1,12,QUPA,Manhattan,10039
214155,CONVENT AVENUE,WEST  153 STREET,WEST  154 STREET,2,3,PRCE,Manhattan,10039
214157,CONVENT AVENUE,WEST  153 STREET,WEST  154 STREET,2,6,GLTR,Manhattan,10039
214154,CONVENT AVENUE,WEST  153 STREET,WEST  154 STREET,2,2,UNK,Manhattan,10039
214445,WEST  126 STREET,ST NICHOLAS AVENUE,FRED DOUGLASS BOULEVARD,4,0,,Manhattan,10027
214844,BRADHURST AVENUE,WEST  151 STREET,WEST  150 STREET,1,25,QUPA,Manhattan,10039
214846,BRADHURST AVENUE,WEST  151 STREET,WEST  150 STREET,2,12,QUPA,Manhattan,10039
214443,WEST  126 STREET,ST NICHOLAS AVENUE,FRED DOUGLASS BOULEVARD,1,6,ZESE,Manhattan,10027
214446,WEST  126 STREET,ST NICHOLAS AVENUE,FRED DOUGLASS BOULEVARD,2,5,ACSA1,Manhattan,10027
214845,BRADHURST AVENUE,WEST  151 STREET,WEST  150 STREET,2,24,QUPA,Manhattan,10039
214847,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,6,0,,Manhattan,10039
214849,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,2,16,QUPA,Manhattan,10039
214851,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,2,12,QUPA,Manhattan,10039
214853,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,2,18,QUPA,Manhattan,10039
214848,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,2,17,QUPA,Manhattan,10039
214850,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,2,4,QUPA,Manhattan,10039
214852,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,2,21,QUPA,Manhattan,10039
214854,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,2,27,QUPA,Manhattan,10039
214856,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,2,24,QUPA,Manhattan,10039
214858,MACOMBS PLACE,WEST  153 STREET,WEST  154 STREET,1,9,GLTR,Manhattan,10039
214860,MACOMBS PLACE,WEST  153 STREET,WEST  154 STREET,1,8,GLTR,Manhattan,10039
214862,MACOMBS PLACE,WEST  153 STREET,WEST  154 STREET,2,3,PR,Manhattan,10039
214855,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,2,24,QUPA,Manhattan,10039
214857,BRADHURST AVENUE,WEST  151 STREET,WEST  152 STREET,2,28,QUPA,Manhattan,10039
214859,MACOMBS PLACE,WEST  153 STREET,WEST  154 STREET,1,9,GLTR,Manhattan,10039
214863,MACOMBS PLACE,WEST  153 STREET,WEST  154 STREET,1,18,QUPA,Manhattan,10039
214865,BRADHURST AVENUE,WEST  153 STREET,WEST  154 STREET,2,3,QUPA,Manhattan,10039
214867,BRADHURST AVENUE,WEST  153 STREET,WEST  154 STREET,1,13,QUPA,Manhattan,10039
214869,BRADHURST AVENUE,WEST  153 STREET,WEST  154 STREET,2,23,QUPA,Manhattan,10039
214864,BRADHURST AVENUE,WEST  153 STREET,WEST  154 STREET,2,5,QUPA,Manhattan,10039
214866,BRADHURST AVENUE,WEST  153 STREET,WEST  154 STREET,2,4,QUPA,Manhattan,10039
214868,BRADHURST AVENUE,WEST  153 STREET,WEST  154 STREET,2,19,QUPA,Manhattan,10039
214870,BRADHURST AVENUE,WEST  151 STREET,WEST  150 STREET,2,3,PRCE,Manhattan,10039
214874,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,2,19,QUPA,Manhattan,10039
214882,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,1,15,QUPA,Manhattan,10039
214887,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,1,19,QUPA,Manhattan,10039
214892,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,2,26,QUPA,Manhattan,10039
214871,BRADHURST AVENUE,WEST  151 STREET,WEST  150 STREET,2,3,PR,Manhattan,10039
214877,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,1,2,UNK,Manhattan,10039
214885,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,2,25,QUPA,Manhattan,10039
214890,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,7,0,,Manhattan,10039
214895,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,1,19,QUPA,Manhattan,10039
214898,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,2,6,QUPA,Manhattan,10039
214903,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,2,7,GLTR,Manhattan,10039
214897,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,2,5,QUPA,Manhattan,10039
214901,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,1,2,UNK,Manhattan,10039
214904,BRADHURST AVENUE,WEST  153 STREET,WEST  152 STREET,2,2,QUPA,Manhattan,10039
215687,WEST  152 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,2,3,ACGI,Manhattan,10039
215684,WEST  152 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,2,3,ACPL,Manhattan,10039
215689,WEST  152 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,2,3,ACPLCR,Manhattan,10039
215695,WEST  152 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,2,3,MA2,Manhattan,10039
215692,WEST  152 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,2,8,QURU,Manhattan,10039
215698,WEST  152 STREET,FRED DOUGLASS BOULEVARD,BRADHURST AVENUE,2,8,FRPE,Manhattan,10039
295418,ST NICHOLAS AVENUE,WEST  148 STREET,WEST  149 STREET,4,4,,Manhattan,10026
295416,ST NICHOLAS AVENUE,WEST  148 STREET,WEST  149 STREET,2,4,AC,Manhattan,10026
295417,ST NICHOLAS AVENUE,WEST  148 STREET,WEST  149 STREET,2,9,GLTR,Manhattan,10026
295415,ST NICHOLAS AVENUE,WEST  148 STREET,WEST  149 STREET,2,5,AC,Manhattan,10026
295413,ST NICHOLAS AVENUE,WEST  148 STREET,WEST  149 STREET,3,5,PLAC,Manhattan,10026
295414,ST NICHOLAS AVENUE,WEST  148 STREET,WEST  149 STREET,2,7,GLTR,Manhattan,10026
227195,BRADHURST AVENUE,WEST  142 STREET,WEST  143 STREET,1,15,ZESE,Manhattan,10030
227196,BRADHURST AVENUE,WEST  142 STREET,WEST  143 STREET,1,23,ZESE,Manhattan,10030
227197,BRADHURST AVENUE,WEST  142 STREET,WEST  143 STREET,1,16,ZESE,Manhattan,10030
227198,BRADHURST AVENUE,WEST  144 STREET,WEST  143 STREET,1,15,PYCA,Manhattan,10030
227199,BRADHURST AVENUE,WEST  144 STREET,WEST  143 STREET,7,0,,Manhattan,10030
227022,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,2,13,ACPL,Manhattan,10039
227024,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,15,ACGI,Manhattan,10039
227026,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,17,GLTR,Manhattan,10039
227028,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,17,GLTR,Manhattan,10039
227030,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,8,GLTR,Manhattan,10039
227032,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,14,FRPE,Manhattan,10039
227034,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,22,GLTR,Manhattan,10039
227021,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227023,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,4,12,,Manhattan,10039
227025,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,22,QUAL,Manhattan,10039
227027,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,18,GLTR,Manhattan,10039
227029,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,16,GLTR,Manhattan,10039
227031,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,GLTR,Manhattan,10039
227033,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227035,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,17,GLTR,Manhattan,10039
227036,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,19,GLTR,Manhattan,10039
227038,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,13,GLTR,Manhattan,10039
227040,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,18,GLTR,Manhattan,10039
227042,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,4,10,,Manhattan,10039
227044,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,15,GLTR,Manhattan,10039
227046,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,20,PYCA,Manhattan,10039
227048,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,19,FRPE,Manhattan,10039
227050,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,14,TICO,Manhattan,10039
227037,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,18,GLTR,Manhattan,10039
227039,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,20,GLTR,Manhattan,10039
227041,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,4,15,,Manhattan,10039
227043,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,20,GLTR,Manhattan,10039
227045,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,21,GLTR,Manhattan,10039
227047,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,3,17,PYCA,Manhattan,10039
227049,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,13,TICO,Manhattan,10039
227051,WEST  147 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,16,TICO,Manhattan,10039
227052,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,11,ZESE,Manhattan,10039
227054,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,GLTR,Manhattan,10039
227056,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,GLTR,Manhattan,10039
227058,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,GLTR,Manhattan,10039
227060,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,12,GLTR,Manhattan,10039
227063,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227065,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,15,GLTR,Manhattan,10039
227067,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,GIBI,Manhattan,10030
227053,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,ZESE,Manhattan,10039
227055,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,13,GLTR,Manhattan,10039
227057,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,17,ZESE,Manhattan,10039
227059,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,14,GLTR,Manhattan,10039
227062,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227064,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,3,11,PYCA,Manhattan,10039
227066,WEST  145 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,15,GLTR,Manhattan,10039
227068,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,GIBI,Manhattan,10030
227069,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,24,GLTR,Manhattan,10030
227071,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,25,GLTR,Manhattan,10030
227073,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,26,GLTR,Manhattan,10030
227075,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,30,GLTR,Manhattan,10030
227077,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,43,ZESE,Manhattan,10030
227079,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,57,ZESE,Manhattan,10030
227081,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,47,PLAC,Manhattan,10030
227083,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,3,11,PYCA,Manhattan,10030
227070,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,21,GLTR,Manhattan,10030
227072,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,23,GLTR,Manhattan,10030
227074,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,29,GLTR,Manhattan,10030
227076,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,27,GLTR,Manhattan,10030
227078,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,62,PLAC,Manhattan,10030
227080,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,58,PLAC,Manhattan,10030
227082,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,51,ZESE,Manhattan,10030
227084,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,21,GLTR,Manhattan,10030
227085,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,24,GLTR,Manhattan,10030
227087,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,8,GLTR,Manhattan,10030
227089,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,GLTR,Manhattan,10030
227091,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,7,GLTR,Manhattan,10030
227093,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,GLTR,Manhattan,10030
227095,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,18,GLTR,Manhattan,10030
227097,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10030
227099,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  145 STREET,1,23,PYCA,Manhattan,10030
227086,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,GLTR,Manhattan,10030
227088,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,GLTR,Manhattan,10030
227090,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,8,GLTR,Manhattan,10030
227092,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,GLTR,Manhattan,10030
227094,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,29,GLTR,Manhattan,10030
227096,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10030
227098,WEST  144 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10030
227100,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  145 STREET,1,14,PYCA,Manhattan,10030
227101,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  145 STREET,4,14,,Manhattan,10030
227103,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  145 STREET,1,20,GLTR,Manhattan,10030
227105,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  145 STREET,1,9,PYCA,Manhattan,10039
227107,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  143 STREET,1,11,PYCA,Manhattan,10030
227109,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  143 STREET,1,14,QUPA,Manhattan,10030
227111,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  143 STREET,1,29,GLTR,Manhattan,10030
227113,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  143 STREET,1,32,GLTR,Manhattan,10030
227115,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  143 STREET,1,33,GLTR,Manhattan,10030
227102,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  145 STREET,1,21,ZESE,Manhattan,10030
227104,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  145 STREET,2,10,PYCA,Manhattan,10039
227106,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  145 STREET,1,9,PYCA,Manhattan,10039
227108,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  143 STREET,2,16,PYCA,Manhattan,10030
227110,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  143 STREET,1,25,GLTR,Manhattan,10030
227112,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  143 STREET,1,20,GLTR,Manhattan,10030
227114,FRED DOUGLASS BOULEVARD,WEST  144 STREET,WEST  143 STREET,1,16,GLTR,Manhattan,10030
227116,WEST  144 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,2,3,CEOC,Manhattan,10030
227117,WEST  144 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,CEOC,Manhattan,10030
227119,WEST  144 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,2,3,CEOC,Manhattan,10030
227121,WEST  144 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,4,3,,Manhattan,10030
227123,WEST  142 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,2,53,PLAC,Manhattan,10030
227125,WEST  142 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,29,PYCA,Manhattan,10030
227127,WEST  142 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,38,PYCA,Manhattan,10030
227129,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,15,GLTR,Manhattan,10030
227131,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,2,21,GIBI,Manhattan,10030
227118,WEST  144 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,CEOC,Manhattan,10030
227120,WEST  144 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,2,3,CEOC,Manhattan,10030
227122,WEST  142 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,17,FRPE,Manhattan,10030
227124,WEST  142 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,25,PYCA,Manhattan,10030
227126,WEST  142 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,26,PYCA,Manhattan,10030
227128,WEST  142 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10030
227130,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,15,ACCA,Manhattan,10030
227132,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,15,GIBI,Manhattan,10030
227133,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,69,PLAC,Manhattan,10030
227135,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,4,4,,Manhattan,10030
227137,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,52,PLAC,Manhattan,10030
227139,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,29,PLAC,Manhattan,10030
227141,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,54,PLAC,Manhattan,10030
227143,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,31,PLAC,Manhattan,10030
227145,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,54,PLAC,Manhattan,10030
227147,WEST  143 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,13,PYCA,Manhattan,10030
227134,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,28,PLAC,Manhattan,10030
227136,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,52,PLAC,Manhattan,10030
227138,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,54,PLAC,Manhattan,10030
227140,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,34,PLAC,Manhattan,10030
227142,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,6,QUBI,Manhattan,10030
227144,WEST  143 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,64,PLAC,Manhattan,10030
227146,WEST  143 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,7,0,,Manhattan,10030
227148,WEST  143 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,8,PYCA,Manhattan,10030
227149,WEST  143 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,14,PYCA,Manhattan,10030
227151,WEST  143 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,3,32,MEGL,Manhattan,10030
227153,WEST  143 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,25,MEGL,Manhattan,10030
227155,WEST  143 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,29,TICO,Manhattan,10030
227157,WEST  145 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,QURU,Manhattan,10039
227159,WEST  145 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,QURU,Manhattan,10039
227161,WEST  145 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,QURU,Manhattan,10039
227163,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,23,PYCA,Manhattan,10039
227150,WEST  143 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,2,37,MEGL,Manhattan,10030
227152,WEST  143 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,31,TICO,Manhattan,10030
227154,WEST  143 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,7,0,,Manhattan,10030
