TREEID,ONSTREET,CROSSSTREE,CROSSSTR_1,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE
227156,WEST  145 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,QURU,Manhattan,10039
227158,WEST  145 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,QURU,Manhattan,10039
227160,WEST  145 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,QURU,Manhattan,10039
227162,WEST  145 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,QURU,Manhattan,10039
227164,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,30,STJA2,Manhattan,10039
227165,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,4,19,,Manhattan,10039
227167,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227169,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,22,GLTR,Manhattan,10039
227171,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,30,GLTR,Manhattan,10039
227173,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,CECA,Manhattan,10039
227175,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,26,GLTR,Manhattan,10039
227177,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,19,TICO,Manhattan,10039
227179,WEST  147 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,TICO,Manhattan,10039
227166,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227168,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227170,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,30,GLTR,Manhattan,10039
227172,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,8,CECA,Manhattan,10039
227174,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,27,GLTR,Manhattan,10039
227176,WEST  146 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,28,TICO,Manhattan,10039
227178,WEST  147 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,TICO,Manhattan,10039
227180,WEST  147 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,3,TICO,Manhattan,10039
227181,WEST  147 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,4,TICO,Manhattan,10039
227183,WEST  147 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,7,0,,Manhattan,10039
227185,WEST  147 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,21,QUPH,Manhattan,10039
227187,WEST  148 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,24,QUPH,Manhattan,10039
227189,WEST  148 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,20,QUPH,Manhattan,10039
227191,WEST  149 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,18,QUPA,Manhattan,10039
227193,WEST  149 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,15,QUPH,Manhattan,10039
227200,BRADHURST AVENUE,WEST  144 STREET,WEST  143 STREET,1,12,PYCA,Manhattan,10030
227182,WEST  147 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,7,0,,Manhattan,10039
227184,WEST  147 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,19,QUPH,Manhattan,10039
227186,WEST  147 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,21,QUPH,Manhattan,10039
227188,WEST  148 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,7,0,,Manhattan,10039
227190,WEST  148 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,7,0,,Manhattan,10039
227192,WEST  149 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,21,QUPH,Manhattan,10039
227201,BRADHURST AVENUE,WEST  144 STREET,WEST  143 STREET,1,12,ZESE,Manhattan,10030
227202,BRADHURST AVENUE,WEST  144 STREET,WEST  143 STREET,7,0,,Manhattan,10030
227206,BRADHURST AVENUE,WEST  144 STREET,WEST  145 STREET,1,9,PYCA,Manhattan,10039
227208,BRADHURST AVENUE,WEST  144 STREET,WEST  145 STREET,1,10,MO,Manhattan,10039
227210,BRADHURST AVENUE,WEST  144 STREET,WEST  145 STREET,1,10,MO,Manhattan,10039
227205,BRADHURST AVENUE,WEST  144 STREET,WEST  145 STREET,1,9,PYCA,Manhattan,10039
227207,BRADHURST AVENUE,WEST  144 STREET,WEST  145 STREET,1,9,PYCA,Manhattan,10039
227209,BRADHURST AVENUE,WEST  144 STREET,WEST  145 STREET,2,9,MO,Manhattan,10039
227219,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,24,GLTR,Manhattan,10030
227218,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,39,GLTR,Manhattan,10030
227220,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,39,GLTR,Manhattan,10030
227222,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,28,GLTR,Manhattan,10030
227224,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,15,GLTR,Manhattan,10030
227226,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,35,GLTR,Manhattan,10030
227228,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,30,GLTR,Manhattan,10030
227230,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,32,GLTR,Manhattan,10030
227232,WEST  142 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,16,ZESE,Manhattan,10030
227221,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,22,GLTR,Manhattan,10030
227223,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,34,GLTR,Manhattan,10030
227225,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,5,7,,Manhattan,10030
227227,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,32,GLTR,Manhattan,10030
227229,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,34,GLTR,Manhattan,10030
227231,FRED DOUGLASS BOULEVARD,WEST  142 STREET,WEST  143 STREET,1,32,GLTR,Manhattan,10030
227233,WEST  142 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,25,ULAM,Manhattan,10030
227235,WEST  142 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,36,FRPE,Manhattan,10030
227234,WEST  142 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,13,FRPE,Manhattan,10030
227236,WEST  142 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,29,FRPE,Manhattan,10030
227238,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,15,PO,Manhattan,10039
227240,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,18,PO,Manhattan,10039
227242,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,17,PYCA,Manhattan,10039
227244,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,PYCA,Manhattan,10039
227246,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,PYCA,Manhattan,10039
227248,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,13,PYCA,Manhattan,10039
227237,WEST  146 STREET,BRADHURST AVENUE,FRED DOUGLASS BOULEVARD,1,19,QUPA,Manhattan,10039
227239,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,20,PO,Manhattan,10039
227241,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,16,PO,Manhattan,10039
227243,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,3,19,TICO,Manhattan,10039
227245,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,4,8,,Manhattan,10039
227247,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,12,PYCA,Manhattan,10039
227249,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,PYCA,Manhattan,10039
227251,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,12,PYCA,Manhattan,10039
227250,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,12,PYCA,Manhattan,10039
227252,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,12,PYCA,Manhattan,10039
227254,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,12,PYCA,Manhattan,10039
227256,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,12,PYCA,Manhattan,10039
227258,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,11,PYCA,Manhattan,10039
227260,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,13,PYCA,Manhattan,10039
227262,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,PYCA,Manhattan,10039
227264,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,8,PYCA,Manhattan,10039
227253,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,12,PYCA,Manhattan,10039
227255,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,14,PYCA,Manhattan,10039
227257,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,11,PYCA,Manhattan,10039
227259,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,13,PYCA,Manhattan,10039
227261,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,PYCA,Manhattan,10039
227263,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,8,PYCA,Manhattan,10039
227265,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,PYCA,Manhattan,10039
227267,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,8,PYCA,Manhattan,10039
227266,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,8,PYCA,Manhattan,10039
227268,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,2,9,PYCA,Manhattan,10039
227270,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,7,PYCA,Manhattan,10039
227272,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,PYCA,Manhattan,10039
227274,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,PYCA,Manhattan,10039
227276,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,GLTR,Manhattan,10039
227278,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,32,FRPE,Manhattan,10039
227280,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227269,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,PYCA,Manhattan,10039
227271,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,PYCA,Manhattan,10039
227273,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,9,PYCA,Manhattan,10039
227275,WEST  148 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,7,PYCA,Manhattan,10039
227277,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,GLTR,Manhattan,10039
227279,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,35,QUPA,Manhattan,10039
227281,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,24,QUPA,Manhattan,10039
227283,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,52,CABE,Manhattan,10039
227282,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227284,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,85,QUPH,Manhattan,10039
227288,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,15,TICO,Manhattan,10039
227290,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,2,9,TICO,Manhattan,10039
227292,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,8,TICO,Manhattan,10039
227294,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,TICO,Manhattan,10039
227296,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,12,TICO,Manhattan,10039
227299,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227285,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,71,QUPA,Manhattan,10039
227289,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,2,9,TICO,Manhattan,10039
227291,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227293,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,7,0,,Manhattan,10039
227295,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,10,TICO,Manhattan,10039
227298,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,2,9,TICO,Manhattan,10039
227300,WEST  149 STREET,FRED DOUGLASS BOULEVARD,ADAM C POWELL BOULEVARD,1,12,TICO,Manhattan,10039
227313,LENOX AVENUE,WEST  142 STREET,WEST  143 STREET,1,14,GLTR,Manhattan,10037
227315,LENOX AVENUE,WEST  142 STREET,WEST  143 STREET,1,12,GLTR,Manhattan,10037
227317,WEST  131 STREET,MADISON AVENUE,5 AVENUE,7,0,,Manhattan,10037
227312,LENOX AVENUE,WEST  142 STREET,WEST  143 STREET,1,13,GLTR,Manhattan,10037
227314,LENOX AVENUE,WEST  142 STREET,WEST  143 STREET,2,10,GLTR,Manhattan,10037
227316,WEST  131 STREET,MADISON AVENUE,5 AVENUE,7,0,,Manhattan,10037
227318,WEST  131 STREET,MADISON AVENUE,5 AVENUE,2,8,PYCA,Manhattan,10037
227322,WEST  131 STREET,MADISON AVENUE,5 AVENUE,2,6,PYCA,Manhattan,10037
227326,WEST  131 STREET,MADISON AVENUE,5 AVENUE,1,8,PYCA,Manhattan,10037
227330,WEST  131 STREET,MADISON AVENUE,5 AVENUE,1,8,PYCA,Manhattan,10037
227332,WEST  131 STREET,MADISON AVENUE,5 AVENUE,2,7,PYCA,Manhattan,10037
227338,WEST  131 STREET,MADISON AVENUE,5 AVENUE,2,7,PYCA,Manhattan,10037
227345,WEST  131 STREET,5 AVENUE,LENOX AVENUE,2,6,PYCA,Manhattan,10037
227344,WEST  131 STREET,5 AVENUE,LENOX AVENUE,2,4,PYCA,Manhattan,10037
227348,WEST  131 STREET,5 AVENUE,LENOX AVENUE,2,3,GIBI,Manhattan,10037
227354,WEST  131 STREET,5 AVENUE,LENOX AVENUE,2,6,PYCA,Manhattan,10037
227353,WEST  131 STREET,5 AVENUE,LENOX AVENUE,2,4,GIBI,Manhattan,10037
227355,WEST  131 STREET,5 AVENUE,LENOX AVENUE,2,8,GLTR,Manhattan,10037
227357,WEST  131 STREET,5 AVENUE,LENOX AVENUE,3,14,AIAL,Manhattan,10037
227367,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,4,QURU,Manhattan,10027
227356,WEST  131 STREET,5 AVENUE,LENOX AVENUE,2,7,GLTR,Manhattan,10037
227366,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,3,QURU,Manhattan,10027
227368,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,3,PR,Manhattan,10027
227370,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,4,PYCA,Manhattan,10027
227369,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,3,PR,Manhattan,10027
227371,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,5,PYCA,Manhattan,10027
227373,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,5,PYCA,Manhattan,10027
227375,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,6,PYCA,Manhattan,10027
227377,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,5,PYCA,Manhattan,10027
227379,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,4,PYCA,Manhattan,10027
227381,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,5,PYCA,Manhattan,10027
227383,WEST  129 STREET,LENOX AVENUE,5 AVENUE,7,0,,Manhattan,10027
227372,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,5,PYCA,Manhattan,10027
227374,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,3,PYCA,Manhattan,10027
227376,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,6,PYCA,Manhattan,10027
227378,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,5,PYCA,Manhattan,10027
227380,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,3,ULAM,Manhattan,10027
227382,WEST  129 STREET,LENOX AVENUE,5 AVENUE,1,4,PR,Manhattan,10027
227384,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,2,PR,Manhattan,10027
227386,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,12,FRPE,Manhattan,10027
227385,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,9,TICO,Manhattan,10027
227387,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,9,GIBI,Manhattan,10027
227389,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,8,QURU,Manhattan,10027
227388,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,9,QURU,Manhattan,10027
227564,WEST  135 STREET,LENOX TERRACE PLACE,5 AVENUE,1,5,GIBI,Manhattan,10037
227566,WEST  135 STREET,LENOX TERRACE PLACE,5 AVENUE,1,4,GLTR,Manhattan,10037
227568,WEST  135 STREET,LENOX TERRACE PLACE,5 AVENUE,2,14,PLAC,Manhattan,10037
227570,WEST  135 STREET,LENOX TERRACE PLACE,5 AVENUE,2,15,PLAC,Manhattan,10037
227587,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,8,FRPE,Manhattan,10027
227565,WEST  135 STREET,LENOX TERRACE PLACE,5 AVENUE,1,4,GLTR,Manhattan,10037
227567,WEST  135 STREET,LENOX TERRACE PLACE,5 AVENUE,1,8,GIBI,Manhattan,10037
227569,WEST  135 STREET,LENOX TERRACE PLACE,5 AVENUE,2,12,PLAC,Manhattan,10037
227571,WEST  135 STREET,LENOX TERRACE PLACE,5 AVENUE,2,12,PLAC,Manhattan,10037
227588,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,4,STJA2,Manhattan,10027
227590,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,4,ACSA2,Manhattan,10027
227589,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,4,PRVISH,Manhattan,10027
227591,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,6,GLTR,Manhattan,10027
227593,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,6,PYCA,Manhattan,10027
227595,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,6,PYCA,Manhattan,10027
227597,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,7,PYCA,Manhattan,10027
227599,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,6,PYCA,Manhattan,10027
227601,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,2,PR,Manhattan,10027
227603,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,4,PYCA,Manhattan,10027
227592,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,6,PYCA,Manhattan,10027
227594,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,6,PYCA,Manhattan,10027
227596,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,6,PYCA,Manhattan,10027
227598,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,6,PYCA,Manhattan,10027
227600,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,2,PYCA,Manhattan,10027
227602,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,4,PYCA,Manhattan,10027
227604,WEST  129 STREET,LENOX AVENUE,5 AVENUE,3,4,PYCA,Manhattan,10027
227606,WEST  129 STREET,LENOX AVENUE,5 AVENUE,1,3,QURO,Manhattan,10027
227605,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,2,GIBI,Manhattan,10027
227607,WEST  129 STREET,LENOX AVENUE,5 AVENUE,2,3,PR,Manhattan,10027
227609,WEST  129 STREET,LENOX AVENUE,5 AVENUE,1,3,PR,Manhattan,10027
227611,WEST  129 STREET,LENOX AVENUE,5 AVENUE,1,3,PR,Manhattan,10027
227617,WEST  131 STREET,5 AVENUE,LENOX AVENUE,2,3,ULAM,Manhattan,10037
227619,WEST  131 STREET,5 AVENUE,LENOX AVENUE,2,7,GLTR,Manhattan,10037
227608,WEST  129 STREET,LENOX AVENUE,5 AVENUE,1,3,PYCA,Manhattan,10027
227610,WEST  129 STREET,LENOX AVENUE,5 AVENUE,1,3,PYCA,Manhattan,10027
227618,WEST  131 STREET,5 AVENUE,LENOX AVENUE,2,6,GIBI,Manhattan,10037
227620,WEST  131 STREET,5 AVENUE,LENOX AVENUE,1,8,PYCA,Manhattan,10037
227622,WEST  131 STREET,5 AVENUE,LENOX AVENUE,1,11,PYCA,Manhattan,10037
227621,WEST  131 STREET,5 AVENUE,LENOX AVENUE,1,7,PYCA,Manhattan,10037
227623,WEST  131 STREET,5 AVENUE,LENOX AVENUE,1,7,PYCA,Manhattan,10037
227625,WEST  131 STREET,5 AVENUE,LENOX AVENUE,1,5,PYCA,Manhattan,10037
227624,WEST  131 STREET,5 AVENUE,LENOX AVENUE,1,8,PYCA,Manhattan,10037
227639,WEST  135 STREET,LENOX AVENUE,LENOX TERRACE PLACE,2,13,PLAC,Manhattan,10037
227638,WEST  135 STREET,LENOX AVENUE,LENOX TERRACE PLACE,5,6,,Manhattan,10037
227640,WEST  135 STREET,LENOX AVENUE,LENOX TERRACE PLACE,3,7,FRPE,Manhattan,10037
227642,WEST  135 STREET,LENOX AVENUE,LENOX TERRACE PLACE,3,6,FRPE,Manhattan,10037
227641,WEST  135 STREET,LENOX AVENUE,LENOX TERRACE PLACE,2,5,TICO,Manhattan,10037
227674,WEST  130 STREET,5 AVENUE,MADISON AVENUE,3,10,PLAC,Manhattan,10037
227676,WEST  130 STREET,5 AVENUE,MADISON AVENUE,2,13,PLAC,Manhattan,10037
227678,WEST  130 STREET,5 AVENUE,MADISON AVENUE,2,2,PYCA,Manhattan,10037
227675,WEST  130 STREET,5 AVENUE,MADISON AVENUE,1,2,PYCA,Manhattan,10037
227677,WEST  130 STREET,5 AVENUE,MADISON AVENUE,3,13,PLAC,Manhattan,10037
227679,WEST  130 STREET,5 AVENUE,MADISON AVENUE,1,2,PYCA,Manhattan,10037
227786,5 AVENUE,WEST  131 STREET,WEST  130 STREET,2,8,GLTR,Manhattan,10037
227788,5 AVENUE,WEST  130 STREET,WEST  129 STREET,2,8,QUPA,Manhattan,10035
227790,5 AVENUE,WEST  130 STREET,WEST  129 STREET,2,12,QUPA,Manhattan,10027
227785,5 AVENUE,WEST  131 STREET,WEST  130 STREET,2,6,GLTR,Manhattan,10037
227787,5 AVENUE,WEST  131 STREET,WEST  130 STREET,2,5,GLTR,Manhattan,10037
227789,5 AVENUE,WEST  130 STREET,WEST  129 STREET,2,7,GLTR,Manhattan,10027
227791,5 AVENUE,WEST  129 STREET,WEST  128 STREET,2,4,PYCA,Manhattan,10035
227792,5 AVENUE,WEST  129 STREET,WEST  128 STREET,2,5,QUPA,Manhattan,10035
227794,5 AVENUE,WEST  129 STREET,WEST  128 STREET,2,5,QUPA,Manhattan,10035
227793,5 AVENUE,WEST  129 STREET,WEST  128 STREET,2,5,QUPA,Manhattan,10035
227795,5 AVENUE,WEST  129 STREET,WEST  128 STREET,2,7,ZESE,Manhattan,10035
227939,WEST  130 STREET,5 AVENUE,LENOX AVENUE,3,6,GIBI,Manhattan,10037
227941,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,9,STJA2,Manhattan,10037
227938,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,20,PLAC,Manhattan,10037
227940,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,24,PLAC,Manhattan,10037
227942,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,21,UNK,Manhattan,10037
227944,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,10,GIBI,Manhattan,10037
227946,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,20,PLAC,Manhattan,10037
227943,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,11,ULAM,Manhattan,10037
227945,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,21,PLAC,Manhattan,10037
227947,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,6,GIBI,Manhattan,10037
227949,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,8,GIBI,Manhattan,10037
227951,WEST  128 STREET,5 AVENUE,LENOX AVENUE,2,17,GLTR,Manhattan,10027
227953,WEST  128 STREET,5 AVENUE,LENOX AVENUE,2,9,TICO,Manhattan,10027
227955,WEST  128 STREET,5 AVENUE,LENOX AVENUE,2,11,TICO,Manhattan,10027
227957,WEST  128 STREET,5 AVENUE,LENOX AVENUE,2,5,PYCA,Manhattan,10027
227948,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,19,UNK,Manhattan,10037
227950,WEST  130 STREET,5 AVENUE,LENOX AVENUE,2,7,GLTR,Manhattan,10037
227952,WEST  128 STREET,5 AVENUE,LENOX AVENUE,3,5,UNK,Manhattan,10027
227954,WEST  128 STREET,5 AVENUE,LENOX AVENUE,2,8,TICO,Manhattan,10027
